sample/cell_type,B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,Plasmablasts,T-cells
TCGA-BH-A0W4-01A-11R-A109-07,0.0036125946464394,0.4957194958174308,0.1155271334259464,0.1091963635710842,0.0499497662608537,0.1491417230247825,0.0649951463942718,0.0,0.0118577768591907
TCGA-E2-A15S-01A-11R-A115-07,0.0047612384136603,0.1125955395900849,0.5184328537502004,0.1125578158484084,0.0530728474260304,0.0626882718214893,0.0935239398943628,0.0240796729250226,0.0182878203307405
TCGA-D8-A27R-01A-11R-A16F-07,0.0301896718621228,0.2670029004820612,0.3369627626013111,0.0765224570479057,0.0944532410159333,0.0,0.0454899777765115,0.0086521602167509,0.1407268289974031
TCGA-B6-A0WZ-01A-11R-A109-07,0.0,0.2939893551289849,0.5114411046041314,0.1193217875470219,0.0358978381608077,0.0,0.0310274938630171,0.0,0.0083224206960368
TCGA-D8-A27H-01A-11R-A16F-07,0.0341896488350579,0.3996160239381275,0.0,0.035521251776895,0.0580119450014128,0.3315736465809659,0.0511375099997858,0.0059147989809026,0.0840351748868522
TCGA-AO-A03U-01B-21R-A10J-07,0.0,0.1459783301482806,0.0,0.1445470948075352,0.1598642010889829,0.4069247221025417,0.0187095678800753,0.0068481392516041,0.1171279447209798
TCGA-A7-A5ZV-01A-11R-A28M-07,0.0064876190564284,0.5276493862892767,0.050300623105084,0.014676543176793,0.0689876721555934,0.2955127945376367,0.0164114685905482,0.0199738930886392,0.0
TCGA-BH-A1EY-01A-11R-A13Q-07,0.0116719658994903,0.4544032781976076,0.1848124720282325,0.0413248877762733,0.1265907287933658,0.0097462697190018,0.0,0.0,0.1714503975860286
TCGA-A8-A09T-01A-11R-A00Z-07,0.0,0.4334231096392968,0.3367305817036833,0.0618890069737578,0.1370464725408511,0.0078541474710767,0.0184880783504222,0.0,0.0045686033209116
TCGA-AC-A4ZE-01A-11R-A41B-07,0.0177269736220367,0.1847556192825121,0.3489743320186743,0.2047042458950531,0.0553607385100773,0.0,0.1111301084562294,0.0,0.077347982215417
TCGA-BH-A0H9-01A-11R-A056-07,0.0078660941063282,0.263613352611324,0.5289445926090847,0.0742685345738404,0.055887767234077,0.0,0.0296222161066798,0.0011532982792988,0.0386441444793668
TCGA-LD-A7W6-01A-81R-A352-07,0.0242112489665544,0.2510462367901521,0.1792975569137017,0.1384797079032592,0.0487189747015691,0.1651959383892647,0.0598655757081505,0.008562525563711,0.1246222350636367
TCGA-GM-A2D9-01A-11R-A18M-07,0.0151152088572844,0.3184918145173568,0.39885789464129,0.0987830234176296,0.0650422105229467,0.0,0.0629833811358475,0.0064765387741185,0.0342499281335264
TCGA-BH-A42T-01A-11R-A24H-07,0.0059404562552802,0.253727969687424,0.4688770944434904,0.0497493368931538,0.0917774497711872,0.0,0.0651226469639755,0.0,0.0648050459854888
TCGA-A2-A0SX-01A-12R-A084-07,0.0771270677642769,0.2307923691790329,0.0,0.031503464256779,0.1006181961640312,0.2309906752077377,0.0365244951493711,0.0553227731373885,0.2371209591413826
TCGA-A1-A0SI-01A-11R-A144-07,0.0103791752661322,0.660035116685774,0.0726221179361893,0.0371889475060748,0.0688316058175257,0.031141153329674,0.0,0.0035667960971855,0.1162350873614441
TCGA-A7-A0D9-01A-31R-A056-07,0.0034892586828214,0.3730714544480163,0.3305598572566274,0.0911919109683312,0.038520000116099,0.0566539390806986,0.0827793998952056,0.0049982290011746,0.0187359505510255
